CustomerID,SubscriptionDuration,PaymentFrequency,UsageFrequency,CustomerSupportInteractions,Churn
30286,35,monthly,daily,28,0
30287,31,annually,weekly,24,0
30288,3,annually,weekly,25,0
30289,18,monthly,weekly,1,0
30290,30,annually,daily,17,1
30291,25,annually,monthly,18,0
30292,21,monthly,weekly,6,1
30293,20,monthly,monthly,28,0
30294,14,monthly,weekly,5,1
30295,16,annually,weekly,27,0
30296,5,monthly,weekly,17,1
30297,19,monthly,weekly,1,0
30298,32,monthly,monthly,17,0
30299,33,monthly,monthly,4,0
30300,6,annually,weekly,17,0
30301,30,annually,weekly,6,0
30302,30,annually,weekly,10,0
30303,15,monthly,weekly,27,0
30304,2,monthly,monthly,2,1
30305,18,monthly,weekly,24,1
30306,9,annually,monthly,14,0
30307,25,annually,weekly,2,0
30308,22,annually,weekly,23,0
30309,25,annually,daily,1,0
30310,3,monthly,weekly,28,0
30311,11,monthly,daily,17,0
30312,19,annually,weekly,2,0
30313,32,monthly,weekly,2,1
30314,4,monthly,daily,1,0
30315,9,monthly,daily,11,1
30316,33,monthly,weekly,23,0
30317,16,monthly,monthly,8,0
30318,17,monthly,daily,22,0
30319,8,monthly,weekly,19,0
30320,32,monthly,monthly,9,0
30321,31,annually,daily,13,1
30322,2,annually,monthly,5,0
30323,21,annually,monthly,12,1
30324,26,monthly,monthly,26,1
30325,12,monthly,weekly,6,0
30326,26,monthly,daily,15,0
30327,7,monthly,daily,19,0
30328,23,monthly,daily,13,0
30329,34,monthly,daily,17,0
30330,11,monthly,monthly,22,0
30331,32,monthly,monthly,11,0
30332,9,monthly,weekly,8,0
30333,5,monthly,daily,19,1
30334,10,monthly,weekly,28,0
30335,1,annually,daily,24,0
30336,23,annually,daily,17,0
30337,26,monthly,monthly,19,0
30338,11,monthly,daily,3,1
30339,30,monthly,weekly,20,0
30340,19,annually,daily,24,0
30341,22,annually,monthly,26,0
30342,11,monthly,weekly,23,0
30343,6,annually,weekly,3,0
30344,4,annually,daily,8,0
30345,27,monthly,weekly,15,1
30346,5,annually,daily,21,0
30347,15,monthly,weekly,14,0
30348,31,monthly,monthly,28,0
30349,3,monthly,weekly,18,1
30350,26,monthly,monthly,1,0
30351,23,annually,monthly,16,0
30352,6,monthly,daily,0,1
30353,18,annually,weekly,10,0
30354,15,monthly,daily,19,1
30355,27,annually,daily,14,0
30356,30,annually,weekly,10,0
30357,14,annually,monthly,28,0
30358,30,annually,monthly,5,1
30359,28,annually,daily,16,0
30360,22,annually,monthly,10,0
30361,1,monthly,weekly,21,0
30362,14,monthly,monthly,20,0
30363,20,annually,weekly,7,1
30364,19,monthly,monthly,18,0
30365,35,annually,weekly,21,0
30366,29,annually,weekly,25,0
30367,33,monthly,weekly,5,1
30368,32,monthly,weekly,6,0
30369,4,annually,daily,18,0
30370,13,monthly,daily,15,0
30371,10,annually,daily,7,1
30372,31,monthly,weekly,16,0
30373,15,monthly,daily,14,0
30374,2,annually,daily,23,0
30375,5,annually,monthly,12,0
30376,29,monthly,monthly,9,0
30377,16,monthly,weekly,14,1
30378,11,annually,daily,21,0
30379,22,monthly,weekly,22,1
30380,27,annually,monthly,1,0
30381,34,monthly,daily,22,0
30382,35,annually,monthly,11,0
30383,12,monthly,monthly,10,0
30384,18,monthly,weekly,17,1
30385,7,annually,monthly,8,0
30386,17,annually,monthly,8,0
30387,1,annually,daily,12,0
30388,9,monthly,daily,20,0
30389,17,monthly,weekly,28,0
30390,9,annually,weekly,10,0
30391,13,monthly,daily,18,0
30392,35,monthly,weekly,16,0
30393,21,annually,daily,28,0
30394,23,annually,weekly,6,0
30395,15,monthly,weekly,20,0
30396,33,monthly,monthly,11,0
30397,23,monthly,monthly,8,0
30398,14,annually,monthly,18,1
30399,13,annually,daily,12,0
30400,3,monthly,daily,7,0
30401,25,monthly,daily,21,0
30402,27,annually,daily,21,0
30403,23,monthly,weekly,0,0
30404,3,monthly,weekly,10,1
30405,31,monthly,monthly,20,0
30406,13,annually,weekly,2,0
30407,10,monthly,monthly,14,0
30408,25,monthly,weekly,25,0
30409,24,annually,monthly,22,1
30410,34,annually,weekly,15,0
30411,29,annually,monthly,1,0
30412,34,monthly,daily,7,0
30413,21,monthly,daily,23,0
30414,7,monthly,monthly,10,0
30415,6,monthly,weekly,16,1
30416,19,monthly,monthly,11,0
30417,31,annually,weekly,6,0
30418,29,monthly,weekly,8,0
30419,10,annually,daily,12,0
30420,17,annually,weekly,24,0
30421,25,annually,weekly,28,0
30422,21,monthly,monthly,19,1
30423,10,annually,daily,3,1
30424,25,monthly,daily,13,0
30425,20,annually,daily,23,0
30426,14,annually,weekly,24,0
30427,29,annually,daily,0,0
30428,7,annually,weekly,3,1
30429,28,annually,daily,15,0
30430,17,annually,monthly,1,0
30431,32,annually,daily,10,0
30432,35,annually,monthly,11,0
30433,31,annually,monthly,29,0
30434,10,monthly,weekly,17,0
30435,25,annually,monthly,16,0
30436,20,monthly,weekly,12,0
30437,17,monthly,monthly,10,0
30438,1,annually,daily,24,0
30439,9,monthly,monthly,1,0
30440,21,monthly,monthly,23,0
30441,16,annually,weekly,7,0
30442,1,monthly,weekly,22,0
30443,5,annually,daily,23,0
30444,12,monthly,weekly,1,0
30445,6,monthly,monthly,17,0
30446,1,annually,monthly,26,0
30447,4,monthly,weekly,14,0
30448,9,monthly,weekly,10,0
30449,5,monthly,daily,14,0
30450,33,monthly,daily,11,0
30451,3,monthly,weekly,5,0
30452,17,monthly,daily,16,0
30453,21,annually,weekly,25,0
30454,25,annually,weekly,5,0
30455,21,monthly,daily,20,0
30456,15,monthly,daily,14,0
30457,17,monthly,monthly,0,0
30458,27,annually,weekly,25,0
30459,12,monthly,monthly,0,0
30460,30,annually,weekly,20,0
30461,4,monthly,daily,0,0
30462,22,monthly,daily,6,0
30463,23,annually,daily,14,0
30464,15,annually,daily,7,1
30465,1,monthly,daily,2,0
30466,10,monthly,weekly,26,0
30467,15,monthly,daily,5,0
30468,32,annually,weekly,16,0
30469,19,annually,weekly,0,0
30470,1,monthly,monthly,24,1
30471,23,monthly,weekly,13,0
30472,34,annually,monthly,0,0
30473,31,annually,monthly,8,0
30474,16,annually,monthly,15,0
30475,32,monthly,monthly,18,0
30476,35,monthly,monthly,25,0
30477,10,monthly,weekly,1,0
30478,15,annually,weekly,6,0
30479,25,annually,daily,21,0
30480,7,monthly,daily,23,0
30481,25,annually,weekly,20,1
30482,7,annually,weekly,4,1
30483,23,monthly,daily,28,0
30484,16,annually,monthly,28,0
30485,1,annually,daily,11,0
30486,2,annually,monthly,29,0
30487,25,monthly,monthly,25,0
30488,2,monthly,monthly,9,0
30489,19,annually,daily,7,0
30490,11,annually,monthly,20,0
30491,2,annually,weekly,7,0
30492,24,monthly,daily,2,0
30493,21,monthly,monthly,12,0
30494,8,annually,weekly,20,0
30495,4,monthly,daily,10,0
30496,27,annually,daily,10,0
30497,15,annually,weekly,4,1
30498,4,annually,daily,28,0
30499,29,monthly,daily,10,0
30500,23,monthly,daily,23,0
30501,9,annually,monthly,17,1
30502,1,monthly,daily,18,0
30503,34,annually,weekly,10,0
30504,18,annually,daily,23,0
30505,14,annually,daily,29,0
30506,22,monthly,monthly,19,0
30507,11,monthly,weekly,9,0
30508,21,annually,daily,9,0
30509,19,monthly,daily,18,0
30510,12,monthly,daily,11,0
30511,8,annually,monthly,14,0
30512,8,monthly,weekly,13,0
30513,23,monthly,daily,21,1
30514,16,annually,daily,26,0
30515,8,monthly,daily,17,0
30516,22,annually,monthly,21,0
30517,3,monthly,daily,12,0
30518,8,annually,monthly,4,1
30519,25,monthly,daily,27,1
30520,22,monthly,monthly,24,0
30521,18,annually,daily,12,1
30522,23,annually,daily,9,0
30523,23,monthly,daily,1,0
30524,1,annually,weekly,2,0
30525,9,monthly,weekly,22,0
30526,27,monthly,monthly,3,0
30527,10,annually,monthly,29,1
30528,22,monthly,daily,24,0
30529,9,annually,monthly,17,1
30530,3,monthly,monthly,8,0
30531,28,monthly,daily,24,1
30532,5,monthly,monthly,17,0
30533,6,monthly,monthly,12,1
30534,32,annually,monthly,28,0
30535,15,monthly,daily,19,0
30536,25,monthly,daily,5,1
30537,16,annually,daily,18,0
30538,4,monthly,weekly,11,0
30539,21,annually,daily,29,0
30540,35,annually,daily,5,0
30541,8,monthly,monthly,4,1
30542,35,annually,daily,24,0
30543,22,annually,monthly,3,0
30544,5,monthly,weekly,23,1
30545,23,monthly,weekly,20,0
30546,10,annually,weekly,5,0
30547,22,monthly,monthly,15,1
30548,21,monthly,weekly,18,1
30549,4,monthly,weekly,4,0
30550,10,monthly,daily,4,1
30551,26,monthly,daily,1,0
30552,10,annually,daily,2,1
30553,14,annually,monthly,14,0
30554,15,monthly,monthly,22,0
30555,7,annually,monthly,17,1
30556,26,annually,weekly,17,1
30557,19,monthly,daily,8,1
30558,10,annually,weekly,8,0
30559,28,monthly,monthly,0,0
30560,5,annually,monthly,4,0
30561,2,annually,daily,27,0
30562,8,monthly,monthly,15,0
30563,1,monthly,daily,14,0
30564,8,annually,daily,23,1
30565,30,monthly,monthly,5,1
30566,5,annually,weekly,25,0
30567,7,monthly,monthly,27,0
30568,17,annually,monthly,12,1
30569,28,monthly,daily,8,0
30570,4,monthly,monthly,11,0
30571,2,annually,monthly,13,0
30572,35,monthly,weekly,27,0
30573,18,annually,weekly,8,0
30574,24,monthly,monthly,28,0
30575,27,monthly,monthly,28,1
30576,34,annually,weekly,6,0
30577,32,annually,weekly,21,0
30578,18,monthly,daily,28,0
30579,22,annually,monthly,9,1
30580,32,annually,weekly,29,0
30581,12,annually,daily,23,0
30582,3,annually,monthly,17,0
30583,34,annually,monthly,13,0
30584,23,monthly,daily,27,0
30585,12,annually,monthly,28,0
30586,31,annually,weekly,11,1
30587,20,annually,weekly,26,0
30588,5,annually,weekly,26,0
30589,14,annually,daily,17,0
30590,27,monthly,daily,12,0
30591,31,annually,weekly,28,1
30592,15,monthly,weekly,7,0
30593,32,monthly,weekly,22,0
30594,11,annually,monthly,2,0
30595,15,monthly,daily,11,0
30596,20,annually,daily,2,1
30597,28,annually,weekly,8,0
30598,6,monthly,daily,21,0
30599,25,annually,monthly,27,0
30600,9,annually,weekly,5,1
30601,20,monthly,monthly,6,0
30602,14,annually,weekly,3,0
30603,31,monthly,daily,20,0
30604,1,monthly,monthly,2,0
30605,12,monthly,monthly,13,0
30606,35,monthly,daily,10,0
30607,13,annually,weekly,1,0
30608,28,annually,daily,10,0
30609,33,annually,daily,4,0
30610,28,annually,monthly,13,0
30611,7,annually,weekly,28,0
30612,29,annually,monthly,17,0
30613,18,monthly,daily,28,1
30614,5,annually,monthly,5,0
30615,25,monthly,monthly,15,0
30616,28,annually,weekly,24,0
30617,19,monthly,monthly,6,0
30618,19,monthly,weekly,15,0
30619,31,monthly,monthly,24,0
30620,6,monthly,monthly,26,0
30621,31,monthly,weekly,7,0
30622,12,monthly,monthly,24,0
30623,31,annually,weekly,7,1
30624,2,monthly,daily,20,0
30625,23,annually,weekly,3,0
30626,6,monthly,monthly,23,1
30627,19,annually,monthly,13,1
30628,3,monthly,weekly,7,0
30629,10,monthly,monthly,29,1
30630,35,monthly,monthly,27,1
30631,10,monthly,weekly,15,0
30632,12,annually,weekly,16,0
30633,34,monthly,daily,12,1
30634,23,annually,monthly,6,0
30635,2,annually,daily,17,0
30636,32,annually,monthly,11,0
30637,20,monthly,monthly,0,0
30638,27,monthly,daily,11,0
30639,21,monthly,daily,23,0
30640,2,monthly,daily,11,0
30641,19,monthly,weekly,15,0
30642,8,monthly,weekly,1,0
30643,2,annually,daily,11,0
30644,30,monthly,weekly,0,0
30645,13,monthly,daily,13,0
30646,22,annually,monthly,25,0
30647,35,monthly,daily,11,0
30648,3,annually,weekly,7,0
30649,33,annually,weekly,17,1
30650,5,monthly,weekly,19,0
30651,31,monthly,weekly,29,0
30652,20,monthly,monthly,29,0
30653,2,annually,monthly,1,0
30654,26,annually,weekly,17,1
30655,29,annually,daily,6,0
30656,11,monthly,monthly,23,0
30657,13,monthly,monthly,13,1
30658,14,annually,weekly,23,0
30659,7,monthly,weekly,10,0
30660,35,monthly,monthly,0,0
30661,14,annually,weekly,12,0
30662,19,monthly,daily,3,0
30663,13,annually,weekly,28,0
30664,29,monthly,daily,4,0
30665,16,monthly,weekly,15,0
30666,12,annually,daily,29,1
30667,2,annually,daily,9,0
30668,13,monthly,weekly,15,0
30669,10,monthly,daily,0,0
30670,32,monthly,weekly,28,0
30671,20,monthly,monthly,9,0
30672,23,monthly,monthly,4,1
30673,32,annually,weekly,22,1
30674,27,monthly,weekly,28,0
30675,32,monthly,daily,12,0
30676,32,monthly,daily,14,0
30677,20,annually,weekly,12,0
30678,20,annually,monthly,28,1
30679,25,annually,daily,15,0
30680,14,monthly,weekly,13,0
30681,32,monthly,monthly,1,0
30682,7,annually,daily,25,1
30683,9,monthly,weekly,15,1
30684,14,monthly,monthly,1,0
30685,4,monthly,monthly,2,0
30686,11,annually,weekly,28,0
30687,7,monthly,weekly,7,0
30688,21,annually,weekly,7,1
30689,9,annually,monthly,18,0
30690,29,monthly,monthly,16,0
30691,17,monthly,weekly,4,0
30692,28,annually,daily,15,0
30693,25,annually,daily,0,0
30694,2,annually,monthly,14,0
30695,2,monthly,daily,19,0
30696,26,annually,weekly,3,0
30697,27,monthly,daily,16,0
30698,2,annually,monthly,1,0
30699,12,annually,weekly,5,0
30700,33,annually,weekly,14,0
30701,13,monthly,weekly,26,0
30702,29,annually,daily,1,1
30703,2,monthly,monthly,4,0
30704,7,annually,weekly,27,0
30705,12,annually,monthly,5,0
30706,8,monthly,weekly,13,0
30707,6,monthly,weekly,4,1
30708,13,annually,weekly,2,0
30709,33,annually,weekly,24,0
30710,27,annually,monthly,16,1
30711,1,annually,monthly,26,0
30712,22,annually,daily,11,1
30713,25,monthly,weekly,15,0
30714,14,monthly,monthly,11,0
30715,25,monthly,weekly,24,0
30716,10,monthly,daily,11,0
30717,32,monthly,weekly,23,0
30718,5,monthly,weekly,29,0
30719,28,monthly,daily,20,0
30720,29,annually,daily,29,1
30721,17,annually,monthly,19,0
30722,24,annually,daily,15,0
30723,20,annually,weekly,8,0
30724,9,monthly,weekly,7,0
30725,21,monthly,weekly,23,0
30726,25,monthly,monthly,21,1
30727,23,annually,weekly,28,1
30728,20,annually,weekly,2,0
30729,28,monthly,weekly,13,0
30730,3,annually,daily,3,0
30731,21,monthly,daily,13,0
30732,14,annually,weekly,2,1
30733,17,monthly,monthly,22,0
30734,33,monthly,daily,27,1
30735,3,annually,weekly,9,0
30736,19,monthly,daily,13,1
30737,26,monthly,weekly,14,0
30738,4,monthly,weekly,24,0
30739,20,annually,weekly,19,0
30740,18,monthly,weekly,4,1
30741,21,monthly,weekly,8,0
30742,22,annually,monthly,16,0
30743,7,monthly,monthly,23,1
30744,17,monthly,daily,13,0
30745,2,annually,daily,0,0
30746,13,monthly,daily,1,1
30747,17,annually,weekly,10,1
30748,22,monthly,monthly,9,0
30749,14,monthly,monthly,7,1
30750,3,monthly,monthly,14,0
30751,4,annually,daily,24,0
30752,18,annually,weekly,2,1
30753,10,annually,monthly,3,0
30754,14,monthly,weekly,20,1
30755,18,monthly,weekly,17,1
30756,34,annually,daily,1,0
30757,3,monthly,monthly,0,0
30758,22,annually,weekly,24,0
30759,19,monthly,monthly,11,0
30760,27,monthly,monthly,29,0
30761,13,annually,weekly,13,0
30762,1,monthly,weekly,2,0
30763,16,monthly,daily,10,0
30764,7,annually,monthly,26,0
30765,8,monthly,weekly,6,1
30766,18,monthly,weekly,29,0
30767,7,annually,monthly,28,1
30768,18,monthly,daily,2,1
30769,5,annually,weekly,0,0
30770,16,monthly,monthly,12,0
30771,17,annually,daily,2,0
30772,15,annually,daily,10,0
30773,6,monthly,monthly,19,0
30774,13,monthly,monthly,6,0
30775,20,annually,weekly,28,0
30776,15,monthly,monthly,1,1
30777,23,annually,daily,0,0
30778,6,annually,daily,25,0
30779,2,monthly,monthly,7,0
30780,4,monthly,daily,24,0
30781,14,monthly,monthly,25,0
30782,26,annually,weekly,27,0
30783,7,annually,weekly,14,0
30784,15,monthly,monthly,0,0
30785,14,monthly,weekly,13,0
30786,14,monthly,weekly,16,0
30787,30,annually,weekly,29,0
30788,1,annually,daily,16,0
30789,28,annually,monthly,0,0
30790,31,monthly,daily,25,0
30791,30,annually,daily,4,0
30792,22,monthly,weekly,2,0
30793,21,annually,monthly,14,1
30794,28,monthly,monthly,17,1
30795,21,monthly,weekly,4,1
30796,26,annually,daily,3,0
30797,35,annually,weekly,12,0
30798,1,monthly,weekly,6,0
30799,17,annually,weekly,9,0
30800,26,annually,monthly,21,1
30801,26,annually,daily,8,0
30802,34,monthly,monthly,24,0
30803,15,annually,daily,22,0
30804,5,monthly,weekly,4,0
30805,8,monthly,weekly,10,1
30806,11,annually,weekly,18,0
30807,10,annually,weekly,0,0
30808,2,monthly,monthly,5,0
30809,7,monthly,daily,29,0
30810,14,annually,weekly,16,1
30811,8,monthly,monthly,16,0
30812,27,monthly,weekly,16,0
30813,21,monthly,daily,26,0
30814,4,monthly,daily,5,0
30815,5,annually,monthly,7,0
30816,23,annually,daily,13,1
30817,35,monthly,weekly,9,1
30818,9,annually,daily,6,1
30819,4,monthly,weekly,8,0
30820,1,monthly,monthly,19,1
30821,23,annually,weekly,22,0
30822,2,annually,monthly,1,1
30823,20,annually,weekly,6,0
30824,6,monthly,monthly,2,0
30825,1,monthly,weekly,20,0
30826,13,annually,weekly,18,1
30827,23,annually,monthly,19,0
30828,11,monthly,weekly,2,0
30829,1,monthly,monthly,20,0
30830,35,annually,monthly,15,1
30831,9,annually,monthly,19,0
30832,17,annually,monthly,9,0
30833,15,monthly,daily,0,0
30834,23,monthly,daily,19,0
30835,22,annually,daily,14,0
30836,7,annually,daily,23,0
30837,35,annually,daily,11,0
30838,8,monthly,daily,15,0
30839,23,annually,daily,5,0
30840,9,annually,monthly,18,1
30841,10,annually,monthly,20,0
30842,8,annually,monthly,16,0
30843,31,monthly,weekly,25,0
30844,19,annually,monthly,4,1
30845,13,annually,daily,22,0
30846,29,monthly,daily,25,0
30847,11,monthly,weekly,24,0
30848,3,annually,weekly,11,0
30849,3,annually,monthly,5,0
30850,29,annually,weekly,0,0
30851,18,annually,weekly,7,0
30852,27,annually,monthly,17,0
30853,27,annually,weekly,23,1
30854,11,monthly,monthly,18,0
30855,29,monthly,monthly,8,1
30856,30,monthly,weekly,8,1
30857,29,monthly,weekly,14,1
30858,7,annually,monthly,17,0
30859,15,monthly,weekly,1,0
30860,9,annually,daily,8,0
30861,31,annually,weekly,4,1
30862,8,monthly,monthly,10,0
30863,21,annually,weekly,28,1
30864,27,monthly,daily,25,1
30865,30,monthly,weekly,23,0
30866,11,monthly,monthly,5,0
30867,24,annually,weekly,22,1
30868,25,annually,weekly,16,0
30869,29,monthly,daily,25,0
30870,2,annually,weekly,24,0
30871,14,annually,monthly,7,0
30872,3,annually,daily,2,0
30873,15,annually,daily,8,0
30874,20,monthly,weekly,17,0
30875,32,monthly,monthly,2,0
30876,28,monthly,monthly,10,1
30877,31,monthly,monthly,13,1
30878,2,monthly,weekly,21,0
30879,18,monthly,daily,0,0
30880,22,monthly,daily,12,0
30881,10,annually,monthly,11,0
30882,16,annually,monthly,9,0
30883,29,monthly,monthly,19,0
30884,20,monthly,daily,3,0
30885,22,monthly,daily,4,0
30886,23,monthly,daily,28,0
30887,17,annually,weekly,26,0
30888,26,annually,daily,23,1
30889,30,annually,weekly,1,0
30890,16,monthly,monthly,2,0
30891,26,annually,daily,3,0
30892,34,monthly,weekly,2,1
30893,1,monthly,daily,27,0
30894,24,annually,weekly,9,0
30895,4,monthly,weekly,23,0
30896,24,monthly,weekly,20,1
30897,31,monthly,weekly,27,0
30898,31,monthly,daily,10,0
30899,29,annually,monthly,14,0
30900,4,monthly,weekly,22,0
30901,11,monthly,daily,2,0
30902,4,annually,daily,23,0
30903,21,annually,weekly,18,0
30904,1,monthly,daily,5,0
30905,34,annually,monthly,1,0
30906,9,monthly,daily,7,0
30907,12,monthly,weekly,13,0
30908,18,annually,daily,15,0
30909,10,annually,monthly,29,1
30910,11,annually,monthly,28,0
30911,34,monthly,daily,6,0
30912,5,monthly,weekly,9,0
30913,16,annually,monthly,28,0
30914,27,annually,monthly,6,0
30915,35,monthly,monthly,27,0
30916,10,monthly,monthly,15,0
30917,19,monthly,monthly,9,0
30918,20,monthly,daily,9,0
30919,1,monthly,daily,5,0
30920,33,annually,weekly,25,1
30921,17,annually,monthly,3,1
30922,34,monthly,daily,1,0
30923,25,monthly,monthly,23,1
30924,27,annually,monthly,15,0
30925,35,monthly,weekly,1,0
30926,13,annually,daily,19,0
30927,3,annually,daily,21,0
30928,13,annually,daily,26,0
30929,35,monthly,weekly,16,0
30930,26,monthly,weekly,4,1
30931,20,monthly,daily,24,0
30932,14,monthly,monthly,0,0
30933,2,monthly,weekly,2,0
30934,5,annually,daily,29,0
30935,21,monthly,daily,3,0
30936,27,monthly,monthly,24,0
30937,26,monthly,weekly,24,0
30938,24,annually,daily,22,0
30939,13,monthly,weekly,26,0
30940,23,annually,weekly,16,0
30941,31,annually,monthly,19,0
30942,12,monthly,monthly,4,0
30943,25,annually,daily,7,1
30944,30,monthly,weekly,1,0
30945,16,annually,weekly,28,0
30946,32,annually,daily,4,0
30947,30,monthly,monthly,23,0
30948,4,monthly,weekly,1,0
30949,30,annually,weekly,2,0
30950,34,monthly,weekly,22,0
30951,4,annually,monthly,7,1
30952,29,annually,weekly,17,0
30953,18,monthly,weekly,20,1
30954,20,annually,monthly,9,0
30955,28,monthly,weekly,18,0
30956,22,annually,daily,1,1
30957,9,monthly,daily,26,0
30958,3,annually,daily,13,0
30959,6,annually,daily,13,1
30960,26,annually,monthly,17,0
30961,10,monthly,weekly,29,0
30962,24,annually,daily,17,0
30963,16,monthly,weekly,16,0
30964,26,annually,daily,16,1
30965,22,monthly,monthly,17,1
30966,2,monthly,monthly,19,0
30967,28,monthly,monthly,15,0
30968,29,annually,monthly,10,0
30969,11,annually,daily,22,1
30970,24,monthly,weekly,9,0
30971,3,monthly,daily,19,0
30972,19,monthly,daily,2,1
30973,7,monthly,monthly,24,1
30974,11,monthly,weekly,15,0
30975,31,annually,monthly,28,1
30976,8,annually,weekly,18,0
30977,31,monthly,weekly,16,0
30978,21,monthly,daily,13,0
30979,21,monthly,monthly,9,0
30980,34,annually,weekly,20,0
30981,7,annually,monthly,17,0
30982,23,monthly,daily,7,1
30983,20,monthly,daily,25,0
30984,34,annually,daily,16,0
30985,23,annually,daily,23,1
30986,14,monthly,monthly,29,0
30987,32,annually,daily,9,1
30988,21,monthly,monthly,24,0
30989,15,monthly,weekly,0,0
30990,31,monthly,daily,27,0
30991,17,monthly,weekly,11,1
30992,7,monthly,daily,11,0
30993,17,monthly,daily,14,0
30994,34,monthly,daily,15,0
30995,32,annually,daily,13,0
30996,18,annually,daily,14,1
30997,5,annually,monthly,15,1
30998,34,monthly,daily,19,0
30999,16,annually,monthly,25,0
31000,8,annually,weekly,0,0
31001,5,monthly,weekly,13,0
31002,33,annually,weekly,7,0
31003,20,monthly,monthly,6,0
31004,26,annually,daily,15,0
31005,16,annually,monthly,8,0
31006,13,annually,daily,15,1
31007,21,monthly,weekly,14,0
31008,14,annually,monthly,17,0
31009,14,annually,weekly,20,0
31010,15,annually,weekly,0,0
31011,1,monthly,monthly,1,0
31012,24,annually,monthly,7,0
31013,5,annually,daily,18,1
31014,30,annually,weekly,28,0
31015,24,annually,monthly,9,0
31016,18,monthly,weekly,29,0
31017,3,monthly,monthly,12,1
31018,12,monthly,monthly,26,1
31019,5,annually,daily,14,0
31020,7,annually,daily,20,1
31021,9,annually,weekly,21,0
31022,5,monthly,daily,2,0
31023,32,monthly,weekly,17,0
31024,26,annually,monthly,26,1
31025,10,annually,daily,28,0
31026,15,monthly,weekly,12,0
31027,34,annually,weekly,9,0
31028,12,monthly,monthly,10,0
31029,18,annually,weekly,7,0
31030,35,monthly,weekly,4,0
31031,35,annually,daily,27,0
31032,16,annually,monthly,12,0
31033,6,annually,weekly,7,0
31034,31,monthly,weekly,1,0
31035,25,annually,daily,24,1
31036,35,monthly,daily,10,1
31037,5,monthly,weekly,22,0
31038,22,annually,weekly,19,1
31039,34,monthly,daily,20,0
31040,5,monthly,daily,13,1
31041,23,monthly,weekly,7,0
31042,20,annually,daily,18,1
31043,33,monthly,monthly,18,1
31044,34,annually,daily,27,0
31045,20,monthly,weekly,2,0
31046,32,annually,weekly,26,0
31047,27,monthly,monthly,27,0
31048,7,monthly,weekly,14,0
31049,24,monthly,weekly,6,0
31050,16,annually,monthly,29,0
31051,6,annually,daily,14,0
31052,14,monthly,weekly,17,0
31053,2,monthly,monthly,26,0
31054,4,annually,monthly,17,0
31055,6,annually,daily,16,0
31056,10,monthly,weekly,10,0
31057,10,annually,monthly,29,0
31058,13,monthly,daily,6,0
31059,34,monthly,weekly,13,1
31060,13,monthly,monthly,16,0
31061,25,monthly,daily,23,0
31062,26,annually,monthly,26,0
31063,29,annually,weekly,20,0
31064,22,monthly,daily,15,1
31065,35,monthly,monthly,4,0
31066,19,monthly,monthly,18,1
31067,20,monthly,daily,15,0
31068,18,monthly,monthly,29,0
31069,14,monthly,daily,21,0
31070,18,monthly,weekly,14,0
31071,3,annually,weekly,7,0
31072,30,monthly,monthly,10,0
31073,15,monthly,weekly,29,0
31074,20,annually,monthly,3,1
31075,3,monthly,weekly,18,0
31076,10,monthly,weekly,20,1
31077,19,annually,daily,28,1
31078,33,monthly,weekly,29,0
31079,2,monthly,monthly,23,1
31080,18,annually,weekly,13,0
31081,10,monthly,daily,22,0
31082,35,annually,weekly,10,0
31083,14,annually,monthly,11,0
31084,18,monthly,monthly,2,0
31085,13,annually,monthly,3,0
31086,2,monthly,monthly,29,1
31087,14,monthly,weekly,1,0
31088,29,annually,daily,5,0
31089,11,annually,daily,10,0
31090,23,monthly,daily,22,0
31091,11,annually,daily,18,0
31092,16,annually,daily,1,0
31093,3,monthly,daily,23,0
31094,30,monthly,weekly,24,0
31095,28,monthly,daily,17,1
31096,1,annually,daily,2,0
31097,17,annually,weekly,10,0
31098,33,annually,monthly,3,0
31099,27,monthly,monthly,12,0
31100,23,monthly,weekly,26,0
31101,1,monthly,monthly,9,0
31102,34,annually,daily,22,0
31103,20,monthly,weekly,14,0
31104,5,monthly,monthly,11,0
31105,17,monthly,monthly,15,0
31106,33,annually,monthly,15,1
31107,15,monthly,monthly,14,1
31108,13,annually,monthly,13,1
31109,22,monthly,weekly,29,0
31110,30,monthly,monthly,22,0
31111,26,monthly,daily,11,0
31112,16,monthly,daily,21,0
31113,30,annually,weekly,23,0
31114,34,monthly,monthly,11,0
31115,16,annually,weekly,7,0
31116,33,monthly,daily,10,0
31117,25,monthly,weekly,13,0
31118,10,annually,monthly,1,0
31119,29,annually,monthly,18,0
31120,21,monthly,weekly,22,0
31121,27,monthly,monthly,16,0
31122,5,monthly,daily,7,0
31123,14,monthly,daily,18,0
31124,21,annually,monthly,23,0
31125,19,annually,monthly,28,1
31126,5,annually,daily,5,1
31127,24,monthly,monthly,6,1
31128,15,monthly,monthly,25,0
31129,23,monthly,daily,22,1
31130,9,monthly,monthly,9,0
31131,5,monthly,weekly,5,0
31132,24,monthly,weekly,26,0
31133,8,annually,monthly,29,0
31134,24,monthly,weekly,15,0
31135,10,monthly,monthly,7,0
31136,11,annually,daily,3,0
31137,35,annually,weekly,13,0
31138,27,annually,weekly,6,1
31139,10,annually,monthly,28,0
31140,33,annually,daily,26,0
31141,35,monthly,weekly,7,0
31142,10,monthly,weekly,17,1
31143,33,monthly,monthly,5,0
31144,3,annually,weekly,4,0
31145,33,annually,daily,17,0
